date,iso_code,continent,location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
2020-05-14,DNK,Europe,Denmark,10713.0,46.0,90.0,537.0,4.0,4.143,1842.843,7.913,15.482,92.374,0.688,0.713,0.7,35.0,6.021,128.0,22.018,,,64.0,11.009,430583.0,12977.0,74.069,2.232,11748.0,2.021,0.0077,130.5,tests performed,,,,,,,,,,,,,,68.52,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-05-15,DNK,Europe,Denmark,10791.0,78.0,81.857,537.0,0.0,3.0,1856.26,13.418,14.081,92.374,0.0,0.516,0.7,32.0,5.505,120.0,20.642,,,72.0,12.385,443233.0,12650.0,76.245,2.176,12358.0,2.126,0.0066,151.0,tests performed,,,,,,,,,,,,,,68.52,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-05-16,DNK,Europe,Denmark,10858.0,67.0,77.0,543.0,6.0,3.286,1867.785,11.525,13.245,93.406,1.032,0.565,0.71,28.0,4.817,115.0,19.782,,,67.0,11.525,450948.0,7715.0,77.572,1.327,12282.0,2.113,0.0063,159.5,tests performed,,,,,,,,,,,,,,68.52,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-05-17,DNK,Europe,Denmark,10927.0,69.0,71.143,547.0,4.0,3.429,1879.655,11.869,12.238,94.095,0.688,0.59,0.72,27.0,4.645,113.0,19.438,,,61.0,10.493,458042.0,7094.0,78.792,1.22,12339.0,2.123,0.0058,173.4,tests performed,,,,,,,,,,,,,,68.52,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,-992.2,-4.41,-5.17,-170.6775254
2020-05-18,DNK,Europe,Denmark,10968.0,41.0,65.0,548.0,1.0,3.0,1886.707,7.053,11.181,94.267,0.172,0.516,0.72,26.0,4.473,118.0,20.298,,,67.0,11.525,473304.0,15262.0,81.417,2.625,12170.0,2.093,0.0053,187.2,tests performed,,,,,,,,,,,,,,68.52,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-05-19,DNK,Europe,Denmark,11044.0,76.0,64.714,551.0,3.0,3.429,1899.781,13.073,11.132,94.783,0.516,0.59,0.73,25.0,4.3,115.0,19.782,,,67.0,11.525,488210.0,14906.0,83.982,2.564,12188.0,2.097,0.0053,188.3,tests performed,,,,,,,,,,,,,,68.52,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-05-20,DNK,Europe,Denmark,11117.0,73.0,64.286,554.0,3.0,3.0,1912.338,12.557,11.058,95.299,0.516,0.516,0.74,25.0,4.3,103.0,17.718,,,68.0,11.697,502642.0,14432.0,86.464,2.483,12148.0,2.09,0.0053,189.0,tests performed,,,,,,,,,,,,,,68.52,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-05-21,DNK,Europe,Denmark,11182.0,65.0,67.0,561.0,7.0,3.429,1923.52,11.181,11.525,96.503,1.204,0.59,0.74,25.0,4.3,100.0,17.202,,,61.0,10.493,511147.0,8505.0,87.927,1.463,11509.0,1.98,0.0058,171.8,tests performed,,,,,,,,,,,,,,68.52,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-05-22,DNK,Europe,Denmark,11230.0,48.0,62.714,561.0,0.0,3.429,1931.776,8.257,10.788,96.503,0.0,0.59,0.74,23.0,3.956,100.0,17.202,,,57.0,9.805,523463.0,12316.0,90.046,2.119,11461.0,1.972,0.0055,182.8,tests performed,,,,,,,,,,,,,,62.96,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-05-23,DNK,Europe,Denmark,11289.0,59.0,61.571,561.0,0.0,2.571,1941.926,10.149,10.591,96.503,0.0,0.442,0.75,19.0,3.268,102.0,17.546,,,63.0,10.837,532267.0,8804.0,91.56,1.514,11617.0,1.998,0.0053,188.7,tests performed,,,,,,,,,,,,,,62.96,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-05-24,DNK,Europe,Denmark,11360.0,71.0,61.857,562.0,1.0,2.143,1954.139,12.213,10.641,96.675,0.172,0.369,0.75,21.0,3.612,100.0,17.202,,,61.0,10.493,540954.0,8687.0,93.055,1.494,11845.0,2.038,0.0052,191.5,tests performed,,,,,,,,,,,,,,62.96,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,-996.4,-4.24,-0.42,-171.4000064
2020-05-25,DNK,Europe,Denmark,11387.0,27.0,59.857,563.0,1.0,2.143,1958.783,4.645,10.297,96.847,0.172,0.369,0.74,20.0,3.44,102.0,17.546,,,53.0,9.117,559254.0,18300.0,96.202,3.148,12279.0,2.112,0.0049,205.1,tests performed,,,,,,,,,,,,,,60.19,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-05-26,DNK,Europe,Denmark,11428.0,41.0,54.857,563.0,0.0,1.714,1965.836,7.053,9.436,96.847,0.0,0.295,0.74,23.0,3.956,97.0,16.686,,,56.0,9.633,575234.0,15980.0,98.951,2.749,12432.0,2.139,0.0044,226.6,tests performed,,,,,,,,,,,,,,60.19,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-05-27,DNK,Europe,Denmark,11480.0,52.0,51.857,565.0,2.0,1.571,1974.781,8.945,8.92,97.191,0.344,0.27,0.75,22.0,3.784,91.0,15.654,,,56.0,9.633,590015.0,14781.0,101.494,2.543,12482.0,2.147,0.0042,240.7,tests performed,,,,,,,,,,,,,,60.19,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-05-28,DNK,Europe,Denmark,11512.0,32.0,47.143,568.0,3.0,1.0,1980.286,5.505,8.109,97.707,0.516,0.172,0.77,20.0,3.44,96.0,16.514,,,55.0,9.461,603156.0,13141.0,103.754,2.261,13144.0,2.261,0.0036,278.8,tests performed,,,,,,,,,,,,,,60.19,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-05-29,DNK,Europe,Denmark,11593.0,81.0,51.857,568.0,0.0,1.0,1994.219,13.934,8.92,97.707,0.0,0.172,0.78,18.0,3.096,93.0,15.998,,,51.0,8.773,614942.0,11786.0,105.782,2.027,13068.0,2.248,0.004,252.0,tests performed,,,,,,,,,,,,,,60.19,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-05-30,DNK,Europe,Denmark,11633.0,40.0,49.143,571.0,3.0,1.429,2001.1,6.881,8.454,98.223,0.516,0.246,0.78,20.0,3.44,87.0,14.966,,,47.0,8.085,622123.0,7181.0,107.017,1.235,12837.0,2.208,0.0038,261.2,tests performed,,,,,,,,,,,,,,60.19,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
2020-05-31,DNK,Europe,Denmark,11669.0,36.0,44.143,574.0,3.0,1.714,2007.293,6.193,7.593,98.739,0.516,0.295,0.78,20.0,3.44,85.0,14.622,,,49.0,8.429,629771.0,7648.0,108.333,1.316,12688.0,2.183,0.0035,287.4,tests performed,,,,,,,,,,,,,,60.19,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,-1027.6,-4.19,-3.12,-176.7670078
2020-06-01,DNK,Europe,Denmark,11699.0,30.0,44.571,576.0,2.0,1.857,2012.454,5.161,7.667,99.083,0.344,0.319,0.77,20.0,3.44,88.0,15.138,,,48.0,8.257,638516.0,8745.0,109.837,1.504,11323.0,1.948,0.0039,254.0,tests performed,,,,,,,,,,,,,,60.19,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
